date;plant-stand;precip;temp;hail;crop-hist;area-damaged;severity;seed-tmt;germination;plant-growth;leaves;leafspots-halo;leafspots-marg;leafspot-size;leaf-shread;leaf-malf;leaf-mild;stem;lodging;stem-cankers;canker-lesion;fruiting-bodies;external-decay;mycelium;int-discolor;sclerotia;fruit-pods;fruit-spots;seed;mold-growth;seed-discolor;seed-size;shriveling;roots;class
july;normal;gt-norm;norm;yes;same-lst-yr;upper-areas;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;normal;gt-norm;norm;no;same-lst-yr;scattered;pot-severe;none;90-100;norm;abnorm;yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;bacterial-blight
september;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;other;90-100;abnorm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;lower-surf;norm;no;absent;tan;absent;absent;absent;none;absent;norm;colored;abnorm;present;absent;norm;absent;norm;downy-mildew
april;normal;gt-norm;norm;yes;same-lst-yr;low-areas;minor;fungicide;80-89;norm;norm;absent;dna;dna;present;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;present;absent;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;absent;lt-norm;present;norm;anthracnose
july;lt-normal;norm;gt-norm;no;same-lst-two-yrs;scattered;minor;none;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
june;lt-normal;lt-norm;norm;no;same-lst-sev-yrs;whole-field;pot-severe;fungicide;80-89;norm;norm;yellow-halos;w-s-marg;gt-1/8;absent;present;absent;norm;yes;absent;brown;absent;firm-and-dry;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;rotted;phyllosticta-leaf-spot
october;normal;lt-norm;gt-norm;yes;same-lst-yr;whole-field;severe;none;80-89;norm;norm;no-yellow-halos;dna;lt-1/8;absent;absent;absent;abnorm;yes;absent;tan;present;watery;absent;none;absent;dna;colored;abnorm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
july;lt-normal;gt-norm;gt-norm;yes;diff-lst-year;low-areas;pot-severe;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;present;norm;absent;rotted;phytophthora-rot
august;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;absent;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
october;normal;gt-norm;gt-norm;no;same-lst-yr;low-areas;minor;none;90-100;norm;norm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;dna;absent;absent;absent;brown;absent;few-present;dna;abnorm;absent;present;norm;absent;rotted;purple-seed-stain
june;normal;norm;gt-norm;yes;diff-lst-year;upper-areas;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;severe;fungicide;80-89;abnorm;abnorm;absent;w-s-marg;dna;absent;absent;absent;abnorm;no;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;rotted;diaporthe-stem-canker
june;lt-normal;norm;norm;yes;same-lst-yr;upper-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;present;lower-surf;norm;yes;below-soil;dk-brown-blk;absent;watery;absent;none;present;dna;absent;norm;absent;absent;norm;absent;galls-cysts;phyllosticta-leaf-spot
september;normal;lt-norm;gt-norm;no;same-lst-yr;whole-field;pot-severe;fungicide;90-100;abnorm;norm;yellow-halos;no-w-s-marg;dna;absent;absent;absent;abnorm;no;absent;brown;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;below-soil;dna;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
june;normal;lt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;minor;none;90-100;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
october;lt-normal;gt-norm;gt-norm;no;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;anthracnose
october;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;lt-normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
august;normal;norm;gt-norm;no;diff-lst-year;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;norm;yes;same-lst-two-yrs;scattered;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;lt-normal;lt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;90-100;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
july;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;lt-normal;norm;norm;no;same-lst-two-yrs;upper-areas;minor;other;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;norm;yes;same-lst-two-yrs;scattered;pot-severe;none;80-89;norm;abnorm;absent;dna;dna;absent;present;absent;abnorm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;2-4-d-injury
july;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;no-w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;present;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;bacterial-pustule
july;normal;gt-norm;norm;yes;diff-lst-year;scattered;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
april;lt-normal;gt-norm;lt-norm;yes;same-lst-yr;whole-field;pot-severe;none;80-89;abnorm;abnorm;yellow-halos;w-s-marg;dna;absent;present;absent;abnorm;yes;absent;dna;absent;absent;absent;none;absent;dna;absent;norm;absent;absent;norm;absent;rotted;herbicide-injury
september;normal;gt-norm;norm;yes;same-lst-yr;scattered;pot-severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
october;normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;normal;gt-norm;lt-norm;no;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;no;absent;dna;present;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
september;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;below-soil;tan;present;absent;absent;none;absent;dna;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;bacterial-blight
september;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;distort;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;lt-1/8;absent;absent;absent;abnorm;yes;absent;dna;absent;firm-and-dry;absent;none;absent;diseased;dna;norm;absent;present;norm;absent;norm;purple-seed-stain
july;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;fungicide;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;colored;norm;absent;absent;norm;absent;norm;brown-spot
may;normal;gt-norm;norm;yes;diff-lst-year;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;other;80-89;norm;abnorm;yellow-halos;no-w-s-marg;lt-1/8;absent;present;lower-surf;norm;yes;absent;brown;absent;watery;absent;none;absent;few-present;absent;abnorm;present;absent;norm;absent;rotted;downy-mildew
september;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;galls-cysts;frog-eye-leaf-spot
october;normal;gt-norm;norm;yes;same-lst-yr;scattered;severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
april;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;distort;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;normal;lt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;80-89;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
june;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
september;normal;norm;norm;no;same-lst-yr;whole-field;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;norm;norm;no;same-lst-two-yrs;whole-field;severe;fungicide;lt-80;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
october;normal;gt-norm;gt-norm;yes;same-lst-yr;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;normal;norm;gt-norm;no;same-lst-yr;scattered;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;present;absent;norm;yes;above-soil;dna;absent;watery;absent;none;absent;few-present;distort;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
october;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;present;watery;absent;none;absent;few-present;dna;abnorm;present;absent;lt-norm;present;norm;anthracnose
september;normal;lt-norm;norm;no;same-lst-yr;scattered;pot-severe;fungicide;90-100;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;80-89;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dna;present;absent;absent;brown;absent;diseased;brown-w/blk-specks;abnorm;absent;present;norm;absent;galls-cysts;diaporthe-pod-&-stem-blight
october;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;tan;present;absent;absent;none;absent;norm;dna;norm;absent;absent;norm;present;norm;diaporthe-stem-canker
september;normal;gt-norm;gt-norm;yes;diff-lst-year;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;present;present;lt-norm;present;norm;alternarialeaf-spot
july;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;low-areas;severe;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
july;lt-normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;black;absent;few-present;distort;norm;absent;absent;norm;absent;norm;phytophthora-rot
august;normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;pot-severe;none;90-100;norm;abnorm;absent;w-s-marg;lt-1/8;present;present;absent;norm;yes;above-sec-nde;dna;absent;firm-and-dry;absent;none;absent;few-present;colored;norm;absent;absent;norm;absent;rotted;bacterial-blight
june;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
august;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;brown;absent;watery;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;lt-normal;gt-norm;gt-norm;no;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;above-sec-nde;dk-brown-blk;present;absent;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;anthracnose
august;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;lt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;pot-severe;fungicide;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
august;normal;lt-norm;norm;no;same-lst-sev-yrs;whole-field;pot-severe;fungicide;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
july;normal;gt-norm;gt-norm;yes;same-lst-yr;scattered;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;lower-surf;norm;yes;above-sec-nde;brown;absent;absent;absent;none;absent;diseased;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;lt-normal;norm;gt-norm;yes;same-lst-two-yrs;upper-areas;severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;present;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;colored;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
june;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
june;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;present;absent;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
september;normal;norm;norm;yes;same-lst-two-yrs;low-areas;severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
